,平台,作者,级别,发布链接
2189,中国新闻网,刘冠林,中央级,http://www.gd.chinanews.com.cn/2024/2024-09-21/436970.shtml
585,中华网,安琼,中央级,https://m.tech.china.com/redian/2024/0118/012024_1472779.html
1462,学习强国客户端,王亚坤,中央级,https://article.xuexi.cn/articles/index.html?art_id=1115863372202402354&t=1714016928485&showmenu=false&cdn=https%3A%2F%2Fregion-fujian-resource&study_style_id=video_default&source=share&share_to=wx_single&item_id=1115863372202402354&ref_read_id=15F07814-34C9-4987-9632-652C5BA5DBBD
1919,陕西之声,陈志诚,省部级,http://shanxi.mlzgb.cn/fcb/MTM2MTQ5MzYz.html
2989,人民日报,王亚坤,中央级,https://www.peopleapp.com/rmharticle/30045447150
1810,陕西生活网,陈志诚,省部级,http://wvvw.hndushi.cn//2024/0730200121.html
2626,厦门翔业,文承聪,行业,https://mp.weixin.qq.com/s/PnjXkNIOK0Zq2TByu03QWg
1859,陕西之声,陈志诚,省部级,http://shanxi.mlzgb.cn/fcb/MTM2MTYwMzM0.html
851,华南理工大学,杨少波,省部级,http://news.scut.edu.cn/2024/1211/c41a56571/page.htm
1515,海南视窗,邓讷,省部级,http://hainan.huaxiaxun.cn/98670/1413105455008.html
1643,人民日报,覃春晖,中央级,https://www.peopleapp.com/column/30046245353-500005672289
2935,人民日报,丁俊峰,中央级,https://www.peopleapp.com/column/30045670960-500005548290
1851,上海金融网,陈志诚,省部级,http://www.021finance.cn/news/2806.html
1525,南海网,邓讷,省部级,http://www.hinews.cn/news/system/2024/05/14/033152276.shtml
794,中国传播网,朱莹、邓讷,中央级,http://www.chinachbo.com/a/view/16020.html?1732868118
1077,中国产业新闻网,邓讷,中央级,https://www.zgshwz.com.cn/html/2024/yaowen_1120/15307.html
409,大洋网,马松涛,省部级,https://news.dayoo.com/guangzhou/202403/15/139995_54642288.htm
1498,南海网,邓讷,省部级,http://www.hinews.cn/news/system/2024/05/05/033148544.shtml
1945,陕西生活网,陈志诚,省部级,http://wvvw.hndushi.cn//2024/0730200109.html
1267,深圳头条网,张泽钲,地市级,http://www.zxbhfs.cn/2024/102464823.html
1956,上海金融网,陈志诚,省部级,http://www.021finance.cn/news/2813.html
1821,上海金融网,陈志诚,省部级,http://www.021finance.cn/news/2803.html
1986,上海金融网,陈志诚,省部级,http://www.021finance.cn/news/2815.html
1836,上海金融网,陈志诚,省部级,http://www.021finance.cn/news/2805.html
2245,中国经济新闻网,黄婵萍,中央级,https://www.cet.com.cn/xwsd/10088546.shtml
2957,人民日报,白占宝,中央级,https://www.peopleapp.com/column/30045472558-500005512864
2983,人民日报,王亚坤,中央级,https://www.peopleapp.com/rmharticle/30045461679
1785,上海新闻在线,陈志诚,省部级,http://www.39949.com.cn/shz/3062155.html
1501,海南视窗,邓讷,省部级,http://hainan.huaxiaxun.cn/98670/1413104662968.html
1814,陕西之声,陈志诚,省部级,http://shanxi.mlzgb.cn/fcb/MTM2MTYwNjIy.html
1004,民航建工,杨晓晖,行业,https://mp.weixin.qq.com/s/qpHSGDhFriVOHSbIF5KkYg
2349,广东新闻网,马松涛,省部级,http://www.gdxinwen.net/html/202410/12461419.html
391,中国经济网,陈志诚,中央级,http://city.ce.cn/news/202402/20/t20240220_7378937.shtml
1989,上海新闻在线,陈志诚,省部级,http://www.39949.com.cn/shz/3062169.html
2727,大洋网,刘冠林,省部级,https://news.dayoo.com/guangzhou/202409/21/139995_54721038.htm
2294,大洋网,刘冠林,省部级,https://news.dayoo.com/gzrbrmt/202409/20/170615_54720851.htm
2731,大洋网,刘冠林,省部级,https://news.dayoo.com/guangzhou/202409/21/139995_54721035.htm
2204,中国经济新闻网,吕昊临,中央级,https://www.cet.com.cn/xwsd/10112942.shtml
762,中国经济新闻网,吕昊临,中央级,https://www.cet.com.cn/xwsd/10133612.shtml
1934,陕西之声,陈志诚,省部级,http://shanxi.mlzgb.cn/fcb/MTM2MTQ1NzI3.html
2690,中国观察,邓讷,中央级,http://www.zgguancha.cn/guonei/6213.html
3157,南海网,邓讷,省部级,http://www.hinews.cn/news/system/2024/06/21/033167881.shtml
2050,大洋网,丁俊峰,地市级,https://news.dayoo.com/gzrbrmt/202408/01/170615_54695222.htm
262,大洋网,杨德晨、张美怡,地市级,https://news.dayoo.com/guangzhou/202403/16/139995_54642822.htm
1964,陕西之声,陈志诚,省部级,http://shanxi.mlzgb.cn/fcb/MTM2MTQzODQ2.html
1061,消费日报网,沈芳霞,中央级,http://www.xfrb.com.cn/article/zx/10075582164270.html
118,中华网,王亚坤,中央级,https://m.tech.china.com/redian/2024/0317/032024_1493077.html
2278,中国经济新闻网,唐良桥,中央级,https://www.cet.com.cn/xwsd/10112946.shtml
3216,福建日报,王亚坤,省部级,https://share.fjdaily.com/displayTemplate/news/newsDetail/1124/2605873.html?isShare=true&advColumnId=1124
3223,新福建,文承聪,省部级,https://share.fjdaily.com/displayTemplate/news/newsDetail/1157/2633129.html?isShare=true&advColumnId=1157
224,新福建,王亚坤、陈展红,省部级,https://share.fjdaily.com/displayTemplate/news/newsDetail/1157/2439372.html?isShare=true&advColumnId=0
507,新福建,陈志诚,省部级,https://share.fjdaily.com/displayTemplate/news/newsDetail/3442/2373974.html?isShare=true&advColumnId=0
641,新福建网,王吉,省部级,https://share.fjdaily.com/displayTemplate/news/newsDetail/1124/2293447.html?isShare=true&advColumnId=0
3218,新福建,文承聪,省部级,https://share.fjdaily.com/displayTemplate/news/newsDetail/1157/2606430.html?isShare=true&advColumnId=1157
3215,福建日报,王亚坤,省部级,https://share.fjdaily.com/displayTemplate/news/newsDetail/1157/2606430.html?isShare=true&advColumnId=1157
2253,人民日报,白占宝,中央级,https://www.peopleapp.com/column/30046815253-500005806348
2968,人民日报客户端广东,郑石慧,中央级,https://www.peopleapp.com/column/30045560427-500005529085
2212,人民日报客户端,马松涛,中央级,https://www.peopleapp.com/rmharticle/30046930710
898,福建日报,文承聪,省部级,https://mp.weixin.qq.com/s/EyGvVUJmYl-gsZ1pHX5HVg
1974,上海新闻在线,陈志诚,省部级,http://www.39949.com.cn/shz/3062163.html
3268,微道乐从,张泽,地市级,https://mp.weixin.qq.com/s/k1eJ9rCKv7eHusbjBMOqOQ
843,广东新闻网,吕昊临,省部级,http://www.gdxinwen.net/html/202412/11463428.html
2049,广州市城市更新协会,廖文斌,地市级,https://mp.weixin.qq.com/s/TZWa0dLzJSyErjWdQTk1EQ
2670,中国观察,邓讷,中央级,http://www.zgguancha.cn/shehui/6193.html
2397,广东热线,唐良桥,省部级,http://guangdong.mlzgb.cn/f32cd/1abb132103504.html
752,人民日报,姚瑞哲、崔国玉,中央级,https://www.peopleapp.com/column/30047717075-500005995640
2271,人民日报客户端,唐良桥,中央级,https://www.peopleapp.com/rmharticle/30046769931
1668,人民日报客户端,白占宝,中央级,https://www.peopleapp.com/column/30045917828-500005598529
1959,上海新闻在线,陈志诚,省部级,http://www.39949.com.cn/shz/3062162.html
931,黄埔生活汇,覃春晖,地市级,https://mp.weixin.qq.com/s/eqrzCbF-2OHgIqFenfmSxg
2948,中新网,邓讷,中央级,http://www.hi.chinanews.com.cn/hnnew/2024-06-26/706513.html
2999,人民号,文承聪,中央级,https://www.peopleapp.com/rmharticle/30045447150
384,中国财经在线,王亚坤,中央级,http://cn.cyceo.cn/a951/893341120776.html
2221,中国观察,饶朝岛,中央级,http://www.zgguancha.cn/guonei/6290.html
2300,大洋网,刘冠林,省部级,https://news.dayoo.com/guangzhou/202409/21/139995_54721035.htm
407,大洋网,马松涛,省部级,https://news.dayoo.com/guangzhou/202403/14/139995_54642191.htm?from=timeline
3230,东南网,文承聪,省部级,http://xm.fjsen.com/2024-07/02/content_31678306.htm
2406,广东品牌网,唐良桥,省部级,http://gd.caijingcn.top/b7c/OTkwNzc2ODg=.html
741,广东长建机电工程有限公司,/,行业,https://mp.weixin.qq.com/s/gcXCZlDrS0tsNszW-akZpw
1799,陕西之声,陈志诚,省部级,http://shanxi.mlzgb.cn/fcb/MTM2MTYwNTg2.html
1664,中国报道,徐晓东,中央级,http://baodaocn.cn/f855/088413852153.html
1944,上海新闻在线,陈志诚,省部级,http://www.39949.com.cn/shz/3062161.html
85,厦门广电网,陈志诚,地市级,https://www.xmtv.cn/xmtv/2024-02-04/dff4986c32c5b098.html
74,海口新闻网,邓讷,地市级,http://haikou.hinews.cn/system/2024/01/30/033111148.shtml
173,海南之窗,邓讷,省部级,http://window.dhnnews.cn/6d5d5/66563258765.html
3475,厦门广电网,文承聪,地市级,https://www.xmtv.cn/xmtv/2024-07-01/aa74bc4e809d7ed9.html
1222,青春白云,丁高洁,地市级,https://mp.weixin.qq.com/s/ggWdxAww7aC5eXN0eqPmNw
2480,知识城情报局,丁俊峰,地市级,https://mp.weixin.qq.com/s/uthB_YEv1VO1I1pXHnT0hA
2654,中国周刊,邓讷,中央级,http://www.chinaweekly.cn/html/sxjingji/81855.html
1059,中国经济新闻网,沈芳霞,中央级,https://www.cet.com.cn/xwsd/10132499.shtml
2652,中国经济新闻网,刘楚逸,中央级,https://www.cet.com.cn/xwsd/10107653.shtml
2299,大洋网,刘冠林,省部级,https://news.dayoo.com/guangzhou/202409/21/139995_54721038.htm
318,中国产业新闻网,崔国玉,中央级,http://cy.mcaijing.cn/2a6ed/20820763814.html
326,中国产业新闻网,"宋耀明
安琼",中央级,http://cy.mcaijing.cn/2a6ed/20820763826.html
882,广东新闻网,蔡雯静,省部级,http://www.gdxinwen.net/html/202411/30463177.html
2632,工人日报,丁俊峰,中央级,https://web.app.workercn.cn/news.html?id=401373
2215,中国周刊网,马松涛,中央级,http://www.chinaweekly.cn/html/sxjingji/84433.html
2224,中国房产经济网,饶朝岛,中央级,http://baoguan-china.cn/news/202409181044424442.html
522,花城FM,覃春晖,地市级,https://app.gztv.com/plusshare/#/articleDetail?id=1400529167822336
198,广东新闻网,董良好、张美怡,省部级,http://www.gdnews.org.cn/news/4779.html
2203,中国周刊网,吕昊临,中央级,http://www.chinaweekly.cn/html/sxjingji/83772.html
982,厦门广电网,文承聪,地市级,https://www.xmtv.cn/xmtv/2024-11-26/4c1639407fbb8c26.html
3231,福建省人民政府门户网站,文承聪,省部级,https://www.fujian.gov.cn/xwdt/tpxx/202407/t20240702_6477285.htm
2200,中国经济新闻网,刘楚逸,中央级,https://www.cet.com.cn/xwsd/10107653.shtml
2697,中国经济新闻网,吕昊临,中央级,https://www.cet.com.cn/xwsd/10088194.shtml
1090,中国经济新闻网,王聪,中央级,https://www.cet.com.cn/xwsd/10101078.shtml
580,中国报道,安琼,中央级,http://whzg.chinareports.org.cn/whzg/news/16643.html
2267,中国大观网,廖继红,中央级,http://cndaguan.cn/338/MTY2NTY3ODE=.html
842,广东之窗,吕昊临,省部级,http://www.guangdongn.com/news/43170.html
3259,顺德城市网,张泽,地市级,https://www.shundecity.com/a/2024/278524.html
357,中新网,邓讷,中央级,http://www.hi.chinanews.com.cn/hnnew/2024-02-28/699508.html
3352,闪电新闻,丁俊峰,地市级,https://sdxw.iqilu.com/share/YS0yMS0xNTcyMjQzMA.html
3381,广州乐居,廖文斌,地市级,https://mp.weixin.qq.com/s/BnKbCdbx7sIk6g2piJRFZw
1953,陕西网,陈志诚,省部级,http://www.sx.hebgdhht.com/article/pdr5p8v.html
2806,花城FM,丁高洁,地市级,https://app.gztv.com/detail/hcfmarticle/1411847428582400.html
1128,广东之窗,马松涛,省部级,http://www.guangdongn.com/news/37537.html
1438,中国周刊网,迟立刚,中央级,http://www.chinaweekly.cn/html/sxjingji/70667.html
1876,陕西之窗,陈志诚,省部级,http://sxzcb.cn/af17/069215128924.html
25,学习强国,邓讷,中央级,https://article.xuexi.cn/articles/index.html?art_id=17546739493767186396&t=1707208785869&showmenu=false&study_style_id=feeds_default&source=share&share_to=wx_single&item_id=17546739493767186396&ref_read_id=e7127456-6766-4007-82e7-d924ccc8e10f_1708393709146
8,人民日报,邓讷,中央级,http://paper.people.com.cn/rmrb/html/2024-02/06/nw.D110000renmrb_20240206_1-10.htm
258,东方市广播电视台,邓讷,地市级,https://article.xuexi.cn/articles/index.html?art_id=9521770166841153866&item_id=9521770166841153866&cdn=https%3A%2F%2Fregion-hainan-resource&study_style_id=video_default&pid=&ptype=-1&source=share&share_to=wx_single
396,学习强国,文承聪,中央级,https://article.xuexi.cn/articles/index.html?art_id=17474474317832146604&source=share&study_style_id=feeds_opaque&reco_id=1028e238aa9bc0a8857f000y&share_to=wx_single&study_share_enable=1&study_comment_disable=0&ptype=0&item_id=17474474317832146604
2708,广东建科院,丁高洁,省部级,https://mp.weixin.qq.com/s/8sa7qo-uT-uXeRNx3cbM_g
646,东方网,吕昊临,省部级,http://qiye.eastday.com/n34/u1ai1179385.html
2617,同花顺财经,马松涛,行业,http://news.10jqka.com.cn/20241012/c662359694.shtml
2985,人民日报,王亚坤,中央级,https://www.peopleapp.com/author/2016926
3011,闪电新闻,沈芳霞,省部级,https://sdxw.iqilu.com/share/YS0yMS0xNTcwMzQxOA.html
3139,海南之窗,邓讷,省部级,http://window.dhnnews.cn/6d5d5/66571344655.html
1818,陕西网,陈志诚,省部级,http://www.sx.hebgdhht.com/article/pdr5v6g.html
327,中国建设新闻网,"宋耀明
安琼",中央级,http://www.chinajsk.cn/news/1851973.html
2922,中国日报网,丁高洁,中央级,http://ex.chinadaily.com.cn/exchange/partners/82/rss/channel/cn/columns/sz8srm/stories/WS667127bfa3107cd55d2675ed.html
3077,闪电新闻,丁俊峰,省部级,https://sdxw.iqilu.com/w/article/YS0yMS0xNTcyMjQzMA.html
1711,海南之窗,邓讷,省部级,http://window.dhnnews.cn/6d5d5/66574830430.html
837,广东时报网,吕昊临,省部级,http://gdsbw.xxzxh.top/xinwen/9440.html
838,广东知闻网,吕昊临,省部级,http://gd.north361.com/guonei/5762.html
2964,人民交通网,白占宝,中央级,http://jtsd.rmjtxw.com/jtkx/20240624/3224.html
2797,触电新闻,丁俊峰,地市级,https://m.itouchtv.cn/article/d1d434780a64e25803e1763f9d8d6874?shareId=wXjRSbbD
104,中华网,安琼,中央级,https://m.tech.china.com/redian/2024/0328/032024_1498850.html
1078,中国时刻,邓讷,中央级,http://www.chinagba.com.cn/news/guanzhu/8324.html
1453,中国产业新闻网,王亚坤,中央级,https://www.zgshwz.com.cn/html/2024/chengshi_0511/9169.html
105,中国产业新闻网,安琼,中央级,https://www.zgshwz.com.cn/html/2024/huizhan_0328/7548.html
3185,广东生活网,吕昊临,省部级,http://gd.baodaocn.cn/ea57/b5c757051384.html
108,中国产业新闻网,欧阳琳,中央级,https://www.zgshwz.com.cn/html/2024/yaowen_0328/7560.html
101,中国产业新闻网,"李东波
安琼",中央级,https://www.zgshwz.com.cn/html/2024/qiyekuaixun_0316/7074.html
338,中国产业新闻网,崔国玉,中央级,https://www.zgshwz.com.cn/html/2024/chengshi_0305/6776.html
803,中华网,蔡雯静,中央级,https://m.tech.china.com/redian/2024/0628/062024_1540591.html
2016,广州南沙经济技术开发区投资促进局,彭浩然,地市级,https://www.gzns.gov.cn/gznsjkqtzcjj/gkmlpt/content/9/9757/post_9757445.html#16249
1431,中新网,邓讷,中央级,http://www.hi.chinanews.com.cn/hnnew/2024-05-14/703941.html
770,中华网,吕昊临,中央级,https://m.tech.china.com/mtz/touzi/2024/1211/122024_145294.html
2996,中国新闻网,文承聪,中央级,https://www.fj.chinanews.com.cn/news/2024/2024-06-20/549573.html
542,广州电视台,马松涛,地市级,https://app.gztv.com/plusshare/#/articleDetail?id=1401240991646720
137,触电新闻,丁高洁,省部级,https://m.itouchtv.cn/article/2a39526166068d0806dc1164a3247b6a?shareId=dDPMcmWC
2687,中国新时代公益,邓讷,中央级,http://gongyi.dangdaicn.cn/html/daguan/2822.html
2817,珠江权威发布,丁俊峰,地市级,https://m.itouchtv.cn/article/1d74fda5a9b385864d097c802b687041?shareId=q5i845hD
632,触电新闻,丁高洁、姚瑞哲,省部级,https://m.itouchtv.cn/article/8fc5007178c87228a519404a3cef6c62?shareId=FeSklsPC
2071,珠江权威发布,刘楚逸,地市级,https://m.itouchtv.cn/article/adcf6ffad783e4eefaae95ee84079146?shareId=Lly7tlbD
685,网易,陈志诚,省部级,https://www.163.com/dy/article/IOQS03JG05539N2F.html
1457,中国都市新闻网,王亚坤、杨文彬,中央级,http://dushi.sdnews.top/3b32/a1391579992.html
1170,广东知闻网,张泽钲,省部级,http://gd.north361.com/shehui/4561.html
2769,广东信息港,吕昊临,省部级,http://gdg.cnxxb.cn/fd9/OTEyNDA4MjQ=.html
2888,房地产法务网,丁俊峰,行业,http://fdc.fzxfb.org.cn/show-55577.html
13,中国网,邓讷,中央级,http://travel.china.com.cn/txt/2024-02/06/content_116989454.shtml
1486,广东广播电视台,姚瑞哲,省部级,https://m.itouchtv.cn/program/32252/10/829670?shareId=J975Go0D
2820,大湾区经济新闻,丁俊峰,地市级,https://m.itouchtv.cn/program/35912/10/868330?shareId=IswAMchD
3071,触电新闻,丁俊峰,省部级,https://m.itouchtv.cn/article/e31f6bd7ca3328674ab2879b278ec57d?shareId=pIKqcY6D
433,新报网,宋耀明,省部级,http://www.xinbaomu.com/info/67528.shtml
1950,上海热线网(未知),陈志诚,省部级,http://lushanghai.cn/558/MTUxMjcxMDA=.html
285,中国电建城市院,马松涛,行业,https://mp.weixin.qq.com/s/Y7Y_xVAvrkRq_yeidaJT4A
2211,中国企业网,吕昊临,中央级,https://www.zqcn.com.cn/127/73632.html
3131,广东广播电视台,廖文斌,省部级,https://m.itouchtv.cn/video/ddff28f00d16a1fa38d4e4475dea11a5?shareId=Gc-cL38D
672,东南网,陈志诚,省部级,http://xm.fjsen.com/2024-01/19/content_31503397.htm
1325,广州焦点网,沈芳霞,地市级,http://gd.lalalinews.com/xinwen/1798.html
3527,看台海,文承聪,行业,https://mp.weixin.qq.com/s/C9726vWpR-ms5BdXqH2xsA
501,环球工程机械网,赵琥珀,省部级,http://www.hqgcjxw.com/news/show.php?itemid=62025
1069,中国房产信息网,邓讷,中央级,http://www.chinahouseinfo.com/article/2024/infos1131697.html
358,学习强国,邓讷,中央级,https://article.xuexi.cn/articles/index.html?art_id=340852749875345935&t=1709263908084&showmenu=false&cdn=https%3A%2F%2Fregion-hainan-resource&study_style_id=feeds_opaque&source=share&share_to=wx_single&item_id=340852749875345935&ref_read_id=a8e0980e-2216-4964-8586-cc9e0cc6c1f7_1709537859742
323,学习强国（建筑时报）,"宋耀明
安琼",中央级,https://article.xuexi.cn/articles/index.html?art_id=7637745758740556065&source=share&study_style_id=feeds_opaque&reco_id=1028b7ee0cdfc0a82326000f&share_to=copylink&study_share_enable=1&study_comment_disable=0&ptype=0&item_id=7637745758740556065
1517,海南播报网,邓讷,省部级,http://hainan.huaxiazx.cn/0ee75/b6b65909370.html
589,学习强国,王吉,中央级,https://article.xuexi.cn/articles/index.html?art_id=7304301522766490974&t=1705111430790&showmenu=false&study_style_id=feeds_opaque&source=share&share_to=wx_single&item_id=7304301522766490974&ref_read_id=a676809c-7d8a-4bd5-9700-a40588293346_1705111838817
2990,学习强国,王亚坤,中央级,https://article.xuexi.cn/articles/index.html?art_id=10604921496772907765&source=share&study_style_id=feeds_opaque&reco_id=102afdafe0a7c0a82217001h&share_to=wx_single&study_share_enable=1&study_comment_disable=0&ptype=0&item_id=10604921496772907765
2787,海峡导报,文承聪,省部级,https://article.xuexi.cn/articles/index.html?art_id=11297591433003386377&source=share&study_style_id=feeds_opaque&reco_id=102c8a097489c0a8857f000d&share_to=wx_single&study_share_enable=1&study_comment_disable=0&ptype=0&item_id=11297591433003386377
2190,学习强国,丁俊峰,中央级,https://article.xuexi.cn/articles/index.html?art_id=12838699818553826852&t=1727168839283&showmenu=false&study_style_id=video_default&source=share&to_audit_timestamp=2024-09-24
1461,学习强国客户端,王亚坤,中央级,https://article.xuexi.cn/articles/index.html?art_id=4900721671350216776&t=1714014172276&showmenu=false&study_style_id=feeds_opaque&source=share&share_to=wx_single&item_id=4900721671350216776&ref_read_id=0a9037ea-cd04-463f-be2e-315642d21f39_1714017258865
1659,学习强国,邓讷,中央级,https://article.xuexi.cn/articles/index.html?art_id=14876081305720450716&t=1723350230885&showmenu=false&cdn=https%3A%2F%2Fregion-hainan-resource&study_style_id=video_default&source=share&share_to=wx_single&item_id=14876081305720450716&ref_read_id=2f4652cf-cd55-469a-a8c1-ee14ef787b2e_1723794343172
1660,学习强国,邓讷,中央级,https://article.xuexi.cn/articles/index.html?art_id=8805807726561735708&t=1723098786867&showmenu=false&study_style_id=feeds_opaque&source=share&share_to=wx_single&item_id=8805807726561735708&ref_read_id=2f4652cf-cd55-469a-a8c1-ee14ef787b2e_1723794343172
128,学习强国,王亚坤、陈展红,中央级,https://article.xuexi.cn/articles/index.html?art_id=11281060928094425119&item_id=11281060928094425119&study_style_id=feeds_opaque&t=1712201427820&showmenu=false&ref_read_id=6778218e-a09f-4f4f-a504-2fb1cc2b3fca_1712240446755&pid=&ptype=-1&source=share&share_to=wx_single
